,Day,t,year,month,day,month_name
1786,2012-11-23,5,2012,11,23,Ноябрь
1787,2012-11-24,6,2012,11,24,Ноябрь
1788,2012-11-25,4,2012,11,25,Ноябрь
1789,2012-11-26,3,2012,11,26,Ноябрь
1790,2012-11-27,2,2012,11,27,Ноябрь
1791,2012-11-28,-2,2012,11,28,Ноябрь
1792,2012-11-29,-5,2012,11,29,Ноябрь
1793,2012-11-30,-8,2012,11,30,Ноябрь
1794,2012-12-01,-9,2012,12,1,Декабрь
1795,2012-12-02,-2,2012,12,2,Декабрь
1796,2012-12-03,-1,2012,12,3,Декабрь
1797,2012-12-04,-5,2012,12,4,Декабрь
1798,2012-12-05,-4,2012,12,5,Декабрь
1799,2012-12-06,-4,2012,12,6,Декабрь
1800,2012-12-07,-3,2012,12,7,Декабрь
1801,2012-12-08,-6,2012,12,8,Декабрь
1802,2012-12-09,-4,2012,12,9,Декабрь
1803,2012-12-10,-8,2012,12,10,Декабрь
1804,2012-12-11,-3,2012,12,11,Декабрь
1805,2012-12-12,-1,2012,12,12,Декабрь
1806,2012-12-13,-7,2012,12,13,Декабрь
1807,2012-12-14,-5,2012,12,14,Декабрь
1808,2012-12-15,-12,2012,12,15,Декабрь
1809,2012-12-17,-11,2012,12,17,Декабрь
1810,2012-12-18,-16,2012,12,18,Декабрь
1811,2012-12-19,-19,2012,12,19,Декабрь
1812,2012-12-20,-18,2012,12,20,Декабрь
1813,2012-12-21,-14,2012,12,21,Декабрь
1814,2012-12-22,-17,2012,12,22,Декабрь
1815,2012-12-23,-17,2012,12,23,Декабрь
1816,2012-12-24,-14,2012,12,24,Декабрь
1817,2012-12-25,-11,2012,12,25,Декабрь
1818,2012-12-26,-11,2012,12,26,Декабрь
1819,2012-12-27,3,2012,12,27,Декабрь
1820,2012-12-28,1,2012,12,28,Декабрь
1821,2012-12-29,-6,2012,12,29,Декабрь
1822,2012-12-30,-5,2012,12,30,Декабрь
1823,2012-12-31,1,2012,12,31,Декабрь
1824,2013-01-01,2,2013,1,1,Январь
1825,2013-01-02,1,2013,1,2,Январь
1826,2013-01-03,0,2013,1,3,Январь
1827,2013-01-04,0,2013,1,4,Январь
1828,2013-01-05,-2,2013,1,5,Январь
1829,2013-01-06,-4,2013,1,6,Январь
1830,2013-01-07,-6,2013,1,7,Январь
1831,2013-01-08,-5,2013,1,8,Январь
1832,2013-01-09,-4,2013,1,9,Январь
1833,2013-01-10,-4,2013,1,10,Январь
1834,2013-01-11,-8,2013,1,11,Январь
1835,2013-01-12,-14,2013,1,12,Январь
1836,2013-01-13,-10,2013,1,13,Январь
1837,2013-01-14,-4,2013,1,14,Январь
1838,2013-01-15,-5,2013,1,15,Январь
1839,2013-01-16,-6,2013,1,16,Январь
1840,2013-01-17,-12,2013,1,17,Январь
1841,2013-01-18,-14,2013,1,18,Январь
1842,2013-01-19,-16,2013,1,19,Январь
1843,2013-01-20,-9,2013,1,20,Январь
1844,2013-01-21,-6,2013,1,21,Январь
1845,2013-01-22,-5,2013,1,22,Январь
1846,2013-01-23,-6,2013,1,23,Январь
1847,2013-01-24,-8,2013,1,24,Январь
1848,2013-01-25,-10,2013,1,25,Январь
1849,2013-01-26,-5,2013,1,26,Январь
1850,2013-01-27,-8,2013,1,27,Январь
1851,2013-01-28,-10,2013,1,28,Январь
1852,2013-01-29,-3,2013,1,29,Январь
1853,2013-01-30,-2,2013,1,30,Январь
1854,2013-01-31,0,2013,1,31,Январь
1855,2013-02-01,1,2013,2,1,Февраль
1856,2013-02-02,-2,2013,2,2,Февраль
1857,2013-02-03,-3,2013,2,3,Февраль
1858,2013-02-04,-3,2013,2,4,Февраль
1859,2013-02-05,-4,2013,2,5,Февраль
1860,2013-02-06,-1,2013,2,6,Февраль
1861,2013-02-07,0,2013,2,7,Февраль
1862,2013-02-08,1,2013,2,8,Февраль
1863,2013-02-09,1,2013,2,9,Февраль
1864,2013-02-10,0,2013,2,10,Февраль
1865,2013-02-11,1,2013,2,11,Февраль
1866,2013-02-12,0,2013,2,12,Февраль
1867,2013-02-13,1,2013,2,13,Февраль
1868,2013-02-14,-2,2013,2,14,Февраль
1869,2013-02-15,-2,2013,2,15,Февраль
1870,2013-02-16,-3,2013,2,16,Февраль
1871,2013-02-17,-5,2013,2,17,Февраль
1872,2013-02-18,-4,2013,2,18,Февраль
1873,2013-02-19,-6,2013,2,19,Февраль
1874,2013-02-20,-3,2013,2,20,Февраль
1875,2013-02-21,-12,2013,2,21,Февраль
1876,2013-02-22,-4,2013,2,22,Февраль
1877,2013-02-23,-3,2013,2,23,Февраль
1878,2013-02-24,-3,2013,2,24,Февраль
1879,2013-02-25,-2,2013,2,25,Февраль
1880,2013-02-26,0,2013,2,26,Февраль
1881,2013-02-27,0,2013,2,27,Февраль
1882,2013-02-28,2,2013,2,28,Февраль
1883,2013-03-01,-4,2013,3,1,Март
1884,2013-03-02,-10,2013,3,2,Март
1885,2013-03-03,-6,2013,3,3,Март
1886,2013-03-04,-8,2013,3,4,Март
1887,2013-03-05,-5,2013,3,5,Март
1888,2013-03-06,1,2013,3,6,Март
1889,2013-03-07,-5,2013,3,7,Март
1890,2013-03-08,-6,2013,3,8,Март
1891,2013-03-09,-7,2013,3,9,Март
1892,2013-03-10,-11,2013,3,10,Март
1893,2013-03-11,-6,2013,3,11,Март
1894,2013-03-12,-5,2013,3,12,Март
1895,2013-03-13,-4,2013,3,13,Март
1896,2013-03-14,-9,2013,3,14,Март
1897,2013-03-15,-8,2013,3,15,Март
1898,2013-03-16,-4,2013,3,16,Март
1899,2013-03-17,-7,2013,3,17,Март
1900,2013-03-18,-8,2013,3,18,Март
1901,2013-03-19,-6,2013,3,19,Март
1902,2013-03-20,-6,2013,3,20,Март
1903,2013-03-21,-8,2013,3,21,Март
1904,2013-03-22,-10,2013,3,22,Март
1905,2013-03-23,-5,2013,3,23,Март
1906,2013-03-24,-3,2013,3,24,Март
1907,2013-03-25,-1,2013,3,25,Март
1908,2013-03-26,-2,2013,3,26,Март
1909,2013-03-27,-2,2013,3,27,Март
1910,2013-03-28,1,2013,3,28,Март
1911,2013-03-29,0,2013,3,29,Март
1912,2013-03-30,3,2013,3,30,Март
1913,2013-03-31,0,2013,3,31,Март
1914,2013-04-01,-1,2013,4,1,Апрель
1915,2013-04-02,1,2013,4,2,Апрель
1916,2013-04-03,2,2013,4,3,Апрель
1917,2013-04-04,5,2013,4,4,Апрель
1918,2013-04-05,3,2013,4,5,Апрель
1919,2013-04-06,5,2013,4,6,Апрель
1920,2013-04-07,4,2013,4,7,Апрель
1921,2013-04-08,0,2013,4,8,Апрель
1922,2013-04-09,1,2013,4,9,Апрель
1923,2013-04-10,7,2013,4,10,Апрель
1924,2013-04-11,7,2013,4,11,Апрель
1925,2013-04-12,7,2013,4,12,Апрель
1926,2013-04-13,10,2013,4,13,Апрель
1927,2013-04-14,6,2013,4,14,Апрель
1928,2013-04-15,5,2013,4,15,Апрель
1929,2013-04-16,11,2013,4,16,Апрель
1930,2013-04-17,16,2013,4,17,Апрель
1931,2013-04-18,12,2013,4,18,Апрель
1932,2013-04-19,9,2013,4,19,Апрель
1933,2013-04-20,5,2013,4,20,Апрель
1934,2013-04-21,6,2013,4,21,Апрель
1935,2013-04-22,10,2013,4,22,Апрель
1936,2013-04-23,15,2013,4,23,Апрель
1937,2013-04-24,6,2013,4,24,Апрель
1938,2013-04-25,6,2013,4,25,Апрель
1939,2013-04-26,9,2013,4,26,Апрель
1940,2013-04-27,4,2013,4,27,Апрель
1941,2013-04-28,4,2013,4,28,Апрель
1942,2013-04-29,12,2013,4,29,Апрель
1943,2013-04-30,8,2013,4,30,Апрель
1944,2013-05-01,9,2013,5,1,Май
1945,2013-05-02,14,2013,5,2,Май
1946,2013-05-03,10,2013,5,3,Май
1947,2013-05-04,17,2013,5,4,Май
1948,2013-05-05,12,2013,5,5,Май
1949,2013-05-06,10,2013,5,6,Май
1950,2013-05-07,19,2013,5,7,Май
1951,2013-05-08,16,2013,5,8,Май
1952,2013-05-09,18,2013,5,9,Май
1953,2013-05-10,16,2013,5,10,Май
1954,2013-05-11,13,2013,5,11,Май
1955,2013-05-12,15,2013,5,12,Май
1956,2013-05-13,21,2013,5,13,Май
1957,2013-05-14,16,2013,5,14,Май
1958,2013-05-15,15,2013,5,15,Май
1959,2013-05-16,21,2013,5,16,Май
1960,2013-05-17,19,2013,5,17,Май
1961,2013-05-18,21,2013,5,18,Май
1962,2013-05-19,24,2013,5,19,Май
1963,2013-05-20,17,2013,5,20,Май
1964,2013-05-21,19,2013,5,21,Май
1965,2013-05-22,20,2013,5,22,Май
1966,2013-05-23,12,2013,5,23,Май
1967,2013-05-24,15,2013,5,24,Май
1968,2013-05-25,14,2013,5,25,Май
1969,2013-05-26,16,2013,5,26,Май
1970,2013-05-27,22,2013,5,27,Май
1971,2013-05-28,23,2013,5,28,Май
1972,2013-05-29,23,2013,5,29,Май
1973,2013-05-30,21,2013,5,30,Май
1974,2013-05-31,23,2013,5,31,Май
1975,2013-06-01,25,2013,6,1,Июнь
1976,2013-06-02,28,2013,6,2,Июнь
1977,2013-06-03,28,2013,6,3,Июнь
1978,2013-06-04,28,2013,6,4,Июнь
1979,2013-06-05,25,2013,6,5,Июнь
1980,2013-06-06,23,2013,6,6,Июнь
1981,2013-06-07,20,2013,6,7,Июнь
1982,2013-06-08,21,2013,6,8,Июнь
1983,2013-06-09,23,2013,6,9,Июнь
1984,2013-06-10,22,2013,6,10,Июнь
1985,2013-06-11,14,2013,6,11,Июнь
1986,2013-06-12,16,2013,6,12,Июнь
1987,2013-06-13,20,2013,6,13,Июнь
1988,2013-06-14,23,2013,6,14,Июнь
1989,2013-06-15,19,2013,6,15,Июнь
1990,2013-06-16,20,2013,6,16,Июнь
1991,2013-06-17,15,2013,6,17,Июнь
1992,2013-06-18,18,2013,6,18,Июнь
1993,2013-06-19,19,2013,6,19,Июнь
1994,2013-06-20,20,2013,6,20,Июнь
1995,2013-06-21,24,2013,6,21,Июнь
1996,2013-06-22,25,2013,6,22,Июнь
1997,2013-06-23,23,2013,6,23,Июнь
1998,2013-06-24,26,2013,6,24,Июнь
1999,2013-06-25,28,2013,6,25,Июнь
2000,2013-06-26,31,2013,6,26,Июнь
2001,2013-06-27,30,2013,6,27,Июнь
2002,2013-06-28,21,2013,6,28,Июнь
2003,2013-06-29,28,2013,6,29,Июнь
2004,2013-06-30,22,2013,6,30,Июнь
2005,2013-07-01,19,2013,7,1,Июль
2006,2013-07-02,21,2013,7,2,Июль
2007,2013-07-03,24,2013,7,3,Июль
2008,2013-07-04,26,2013,7,4,Июль
2009,2013-07-05,26,2013,7,5,Июль
2010,2013-07-06,21,2013,7,6,Июль
2011,2013-07-07,21,2013,7,7,Июль
2012,2013-07-08,24,2013,7,8,Июль
2013,2013-07-09,20,2013,7,9,Июль
2014,2013-07-10,22,2013,7,10,Июль
2015,2013-07-11,20,2013,7,11,Июль
2016,2013-07-12,22,2013,7,12,Июль
2017,2013-07-13,22,2013,7,13,Июль
2018,2013-07-14,25,2013,7,14,Июль
2019,2013-07-15,24,2013,7,15,Июль
2020,2013-07-16,18,2013,7,16,Июль
2021,2013-07-17,20,2013,7,17,Июль
2022,2013-07-18,17,2013,7,18,Июль
2023,2013-07-19,18,2013,7,19,Июль
2024,2013-07-20,15,2013,7,20,Июль
2025,2013-07-21,18,2013,7,21,Июль
2026,2013-07-22,16,2013,7,22,Июль
2027,2013-07-23,22,2013,7,23,Июль
2028,2013-07-24,18,2013,7,24,Июль
2029,2013-07-25,16,2013,7,25,Июль
2030,2013-07-26,20,2013,7,26,Июль
2031,2013-07-27,23,2013,7,27,Июль
2032,2013-07-28,21,2013,7,28,Июль
2033,2013-07-29,24,2013,7,29,Июль
2034,2013-07-30,24,2013,7,30,Июль
2035,2013-07-31,26,2013,7,31,Июль
2036,2013-08-01,18,2013,8,1,Август
2037,2013-08-02,20,2013,8,2,Август
2038,2013-08-03,24,2013,8,3,Август
2039,2013-08-04,24,2013,8,4,Август
2040,2013-08-05,26,2013,8,5,Август
2041,2013-08-06,25,2013,8,6,Август
2042,2013-08-07,26,2013,8,7,Август
2043,2013-08-08,28,2013,8,8,Август
2044,2013-08-09,25,2013,8,9,Август
2045,2013-08-10,21,2013,8,10,Август
2046,2013-08-11,16,2013,8,11,Август
2047,2013-08-12,19,2013,8,12,Август
2048,2013-08-13,21,2013,8,13,Август
2049,2013-08-14,17,2013,8,14,Август
2050,2013-08-15,15,2013,8,15,Август
2051,2013-08-16,19,2013,8,16,Август
2052,2013-08-17,21,2013,8,17,Август
2053,2013-08-18,24,2013,8,18,Август
2054,2013-08-19,24,2013,8,19,Август
2055,2013-08-20,22,2013,8,20,Август
2056,2013-08-21,19,2013,8,21,Август
2057,2013-08-22,18,2013,8,22,Август
2058,2013-08-23,18,2013,8,23,Август
2059,2013-08-24,18,2013,8,24,Август
2060,2013-08-25,19,2013,8,25,Август
2061,2013-08-26,19,2013,8,26,Август
2062,2013-08-27,21,2013,8,27,Август
2063,2013-08-28,19,2013,8,28,Август
2064,2013-08-29,20,2013,8,29,Август
2065,2013-08-30,18,2013,8,30,Август
2066,2013-08-31,20,2013,8,31,Август
2067,2013-09-01,20,2013,9,1,Сентябрь
2068,2013-09-02,16,2013,9,2,Сентябрь
2069,2013-09-03,17,2013,9,3,Сентябрь
2070,2013-09-04,18,2013,9,4,Сентябрь
2071,2013-09-05,17,2013,9,5,Сентябрь
2072,2013-09-06,17,2013,9,6,Сентябрь
2073,2013-09-07,18,2013,9,7,Сентябрь
2074,2013-09-08,17,2013,9,8,Сентябрь
2075,2013-09-09,17,2013,9,9,Сентябрь
2076,2013-09-10,17,2013,9,10,Сентябрь
2077,2013-09-11,12,2013,9,11,Сентябрь
2078,2013-09-12,18,2013,9,12,Сентябрь
2079,2013-09-13,19,2013,9,13,Сентябрь
2080,2013-09-14,18,2013,9,14,Сентябрь
2081,2013-09-15,17,2013,9,15,Сентябрь
2082,2013-09-16,14,2013,9,16,Сентябрь
2083,2013-09-17,14,2013,9,17,Сентябрь
2084,2013-09-18,16,2013,9,18,Сентябрь
2085,2013-09-19,16,2013,9,19,Сентябрь
2086,2013-09-20,14,2013,9,20,Сентябрь
2087,2013-09-21,15,2013,9,21,Сентябрь
2088,2013-09-22,15,2013,9,22,Сентябрь
2089,2013-09-23,11,2013,9,23,Сентябрь
2090,2013-09-24,9,2013,9,24,Сентябрь
2091,2013-09-25,6,2013,9,25,Сентябрь
2092,2013-09-26,6,2013,9,26,Сентябрь
2093,2013-09-27,7,2013,9,27,Сентябрь
2094,2013-09-28,10,2013,9,28,Сентябрь
2095,2013-09-29,5,2013,9,29,Сентябрь
2096,2013-09-30,5,2013,9,30,Сентябрь
2097,2013-10-01,5,2013,10,1,Октябрь
2098,2013-10-02,6,2013,10,2,Октябрь
2099,2013-10-03,10,2013,10,3,Октябрь
2100,2013-10-04,11,2013,10,4,Октябрь
2101,2013-10-05,12,2013,10,5,Октябрь
2102,2013-10-06,9,2013,10,6,Октябрь
2103,2013-10-07,11,2013,10,7,Октябрь
2104,2013-10-08,12,2013,10,8,Октябрь
2105,2013-10-09,12,2013,10,9,Октябрь
2106,2013-10-10,13,2013,10,10,Октябрь
2107,2013-10-11,12,2013,10,11,Октябрь
2108,2013-10-12,10,2013,10,12,Октябрь
2109,2013-10-13,10,2013,10,13,Октябрь
2110,2013-10-14,7,2013,10,14,Октябрь
2111,2013-10-15,8,2013,10,15,Октябрь
2112,2013-10-16,6,2013,10,16,Октябрь
2113,2013-10-17,5,2013,10,17,Октябрь
2114,2013-10-18,9,2013,10,18,Октябрь
2115,2013-10-19,3,2013,10,19,Октябрь
2116,2013-10-20,5,2013,10,20,Октябрь
2117,2013-10-21,4,2013,10,21,Октябрь
2118,2013-10-22,3,2013,10,22,Октябрь
2119,2013-10-23,4,2013,10,23,Октябрь
2120,2013-10-24,10,2013,10,24,Октябрь
2121,2013-10-25,8,2013,10,25,Октябрь
2122,2013-10-26,8,2013,10,26,Октябрь
2123,2013-10-27,10,2013,10,27,Октябрь
2124,2013-10-28,12,2013,10,28,Октябрь
2125,2013-10-29,10,2013,10,29,Октябрь
2126,2013-10-30,9,2013,10,30,Октябрь
2127,2013-10-31,8,2013,10,31,Октябрь
2128,2013-11-01,8,2013,11,1,Ноябрь
2129,2013-11-02,9,2013,11,2,Ноябрь
2130,2013-11-03,8,2013,11,3,Ноябрь
2131,2013-11-04,7,2013,11,4,Ноябрь
2132,2013-11-05,7,2013,11,5,Ноябрь
2133,2013-11-06,7,2013,11,6,Ноябрь
2134,2013-11-07,6,2013,11,7,Ноябрь
2135,2013-11-08,6,2013,11,8,Ноябрь
2136,2013-11-09,7,2013,11,9,Ноябрь
2137,2013-11-10,8,2013,11,10,Ноябрь
2138,2013-11-11,6,2013,11,11,Ноябрь
2139,2013-11-12,5,2013,11,12,Ноябрь
2140,2013-11-13,6,2013,11,13,Ноябрь
2141,2013-11-14,5,2013,11,14,Ноябрь
2142,2013-11-15,4,2013,11,15,Ноябрь
2143,2013-11-16,7,2013,11,16,Ноябрь
2144,2013-11-17,8,2013,11,17,Ноябрь
2145,2013-11-18,4,2013,11,18,Ноябрь
2146,2013-11-19,2,2013,11,19,Ноябрь
2147,2013-11-20,6,2013,11,20,Ноябрь
2148,2013-11-21,6,2013,11,21,Ноябрь
2149,2013-11-22,6,2013,11,22,Ноябрь
2150,2013-11-23,5,2013,11,23,Ноябрь
2151,2013-11-24,4,2013,11,24,Ноябрь
2152,2013-11-25,0,2013,11,25,Ноябрь
2153,2013-11-26,-3,2013,11,26,Ноябрь
2154,2013-11-27,2,2013,11,27,Ноябрь
2155,2013-11-28,4,2013,11,28,Ноябрь
2156,2013-11-29,-1,2013,11,29,Ноябрь
2157,2013-11-30,-2,2013,11,30,Ноябрь
2158,2013-12-01,-1,2013,12,1,Декабрь
2159,2013-12-02,-5,2013,12,2,Декабрь
2160,2013-12-03,3,2013,12,3,Декабрь
2161,2013-12-04,1,2013,12,4,Декабрь
2162,2013-12-05,-1,2013,12,5,Декабрь
2163,2013-12-06,1,2013,12,6,Декабрь
2164,2013-12-07,0,2013,12,7,Декабрь
2165,2013-12-08,-2,2013,12,8,Декабрь
2166,2013-12-09,-8,2013,12,9,Декабрь
2167,2013-12-10,-7,2013,12,10,Декабрь
2168,2013-12-11,1,2013,12,11,Декабрь
2169,2013-12-12,3,2013,12,12,Декабрь
2170,2013-12-13,3,2013,12,13,Декабрь
2171,2013-12-14,-3,2013,12,14,Декабрь
2172,2013-12-15,-3,2013,12,15,Декабрь
2173,2013-12-16,1,2013,12,16,Декабрь
2174,2013-12-17,5,2013,12,17,Декабрь
2175,2013-12-18,2,2013,12,18,Декабрь
2176,2013-12-19,1,2013,12,19,Декабрь
2177,2013-12-20,2,2013,12,20,Декабрь
2178,2013-12-21,2,2013,12,21,Декабрь
2179,2013-12-22,5,2013,12,22,Декабрь
2180,2013-12-23,5,2013,12,23,Декабрь
2181,2013-12-24,4,2013,12,24,Декабрь
2182,2013-12-25,5,2013,12,25,Декабрь
2183,2013-12-26,3,2013,12,26,Декабрь
2184,2013-12-27,3,2013,12,27,Декабрь
2185,2013-12-28,5,2013,12,28,Декабрь
2186,2013-12-29,4,2013,12,29,Декабрь
2187,2013-12-30,5,2013,12,30,Декабрь
2188,2013-12-31,3,2013,12,31,Декабрь
2189,2014-01-01,1,2014,1,1,Январь
2190,2014-01-02,-3,2014,1,2,Январь
2191,2014-01-03,-1,2014,1,3,Январь
2192,2014-01-04,2,2014,1,4,Январь
2193,2014-01-05,4,2014,1,5,Январь
2194,2014-01-06,1,2014,1,6,Январь
2195,2014-01-07,3,2014,1,7,Январь
2196,2014-01-08,4,2014,1,8,Январь
2197,2014-01-09,4,2014,1,9,Январь
2198,2014-01-10,3,2014,1,10,Январь
2199,2014-01-11,-6,2014,1,11,Январь
2200,2014-01-12,-6,2014,1,12,Январь
2201,2014-01-13,-7,2014,1,13,Январь
2202,2014-01-14,-9,2014,1,14,Январь
2203,2014-01-15,-8,2014,1,15,Январь
2204,2014-01-16,-8,2014,1,16,Январь
2205,2014-01-17,-10,2014,1,17,Январь
2206,2014-01-18,-12,2014,1,18,Январь
2207,2014-01-19,-10,2014,1,19,Январь
2208,2014-01-20,-14,2014,1,20,Январь
2209,2014-01-21,-8,2014,1,21,Январь
2210,2014-01-22,-10,2014,1,22,Январь
2211,2014-01-23,-18,2014,1,23,Январь
2212,2014-01-24,-12,2014,1,24,Январь
2213,2014-01-25,-9,2014,1,25,Январь
2214,2014-01-26,-8,2014,1,26,Январь
2215,2014-01-27,-12,2014,1,27,Январь
2216,2014-01-28,-13,2014,1,28,Январь
2217,2014-01-29,-15,2014,1,29,Январь
2218,2014-01-30,-16,2014,1,30,Январь
2219,2014-01-31,-14,2014,1,31,Январь
2220,2014-02-01,-6,2014,2,1,Февраль
2221,2014-02-02,-5,2014,2,2,Февраль
2222,2014-02-03,-4,2014,2,3,Февраль
2223,2014-02-04,0,2014,2,4,Февраль
2224,2014-02-05,-3,2014,2,5,Февраль
2225,2014-02-06,-6,2014,2,6,Февраль
2226,2014-02-07,-5,2014,2,7,Февраль
2227,2014-02-08,1,2014,2,8,Февраль
2228,2014-02-09,3,2014,2,9,Февраль
2229,2014-02-10,2,2014,2,10,Февраль
2230,2014-02-11,2,2014,2,11,Февраль
2231,2014-02-12,2,2014,2,12,Февраль
2232,2014-02-13,2,2014,2,13,Февраль
2233,2014-02-14,2,2014,2,14,Февраль
2234,2014-02-15,1,2014,2,15,Февраль
2235,2014-02-16,1,2014,2,16,Февраль
2236,2014-02-17,3,2014,2,17,Февраль
2237,2014-02-18,1,2014,2,18,Февраль
2238,2014-02-19,0,2014,2,19,Февраль
2239,2014-02-20,-1,2014,2,20,Февраль
2240,2014-02-21,-2,2014,2,21,Февраль
2241,2014-02-22,2,2014,2,22,Февраль
2242,2014-02-23,3,2014,2,23,Февраль
2243,2014-02-24,6,2014,2,24,Февраль
2244,2014-02-25,3,2014,2,25,Февраль
2245,2014-02-26,3,2014,2,26,Февраль
2246,2014-02-27,4,2014,2,27,Февраль
2247,2014-02-28,3,2014,2,28,Февраль
2248,2014-03-01,1,2014,3,1,Март
2249,2014-03-02,3,2014,3,2,Март
2250,2014-03-03,3,2014,3,3,Март
2251,2014-03-04,2,2014,3,4,Март
2252,2014-03-05,3,2014,3,5,Март
2253,2014-03-06,2,2014,3,6,Март
2254,2014-03-07,4,2014,3,7,Март
2255,2014-03-08,5,2014,3,8,Март
2256,2014-03-09,5,2014,3,9,Март
2257,2014-03-10,8,2014,3,10,Март
2258,2014-03-11,4,2014,3,11,Март
2259,2014-03-12,5,2014,3,12,Март
2260,2014-03-13,5,2014,3,13,Март
2261,2014-03-14,4,2014,3,14,Март
2262,2014-03-15,1,2014,3,15,Март
2263,2014-03-16,-1,2014,3,16,Март
2264,2014-03-17,-1,2014,3,17,Март
2265,2014-03-18,0,2014,3,18,Март
2266,2014-03-19,0,2014,3,19,Март
2267,2014-03-20,0,2014,3,20,Март
2268,2014-03-21,9,2014,3,21,Март
2269,2014-03-22,7,2014,3,22,Март
2270,2014-03-23,4,2014,3,23,Март
2271,2014-03-24,7,2014,3,24,Март
2272,2014-03-25,8,2014,3,25,Март
2273,2014-03-26,6,2014,3,26,Март
2274,2014-03-27,6,2014,3,27,Март
2275,2014-03-28,4,2014,3,28,Март
2276,2014-03-29,2,2014,3,29,Март
2277,2014-03-30,5,2014,3,30,Март
2278,2014-03-31,1,2014,3,31,Март
2279,2014-04-01,3,2014,4,1,Апрель
2280,2014-04-02,2,2014,4,2,Апрель
2281,2014-04-03,3,2014,4,3,Апрель
2282,2014-04-04,2,2014,4,4,Апрель
2283,2014-04-05,5,2014,4,5,Апрель
2284,2014-04-06,2,2014,4,6,Апрель
2285,2014-04-07,5,2014,4,7,Апрель
2286,2014-04-08,5,2014,4,8,Апрель
2287,2014-04-09,4,2014,4,9,Апрель
2288,2014-04-10,5,2014,4,10,Апрель
2289,2014-04-11,9,2014,4,11,Апрель
2290,2014-04-12,6,2014,4,12,Апрель
2291,2014-04-13,11,2014,4,13,Апрель
2292,2014-04-14,8,2014,4,14,Апрель
2293,2014-04-15,8,2014,4,15,Апрель
2294,2014-04-16,8,2014,4,16,Апрель
2295,2014-04-17,10,2014,4,17,Апрель
2296,2014-04-18,14,2014,4,18,Апрель
2297,2014-04-19,13,2014,4,19,Апрель
2298,2014-04-20,13,2014,4,20,Апрель
2299,2014-04-21,19,2014,4,21,Апрель
2300,2014-04-22,16,2014,4,22,Апрель
2301,2014-04-23,9,2014,4,23,Апрель
2302,2014-04-24,7,2014,4,24,Апрель
2303,2014-04-25,9,2014,4,25,Апрель
2304,2014-04-26,14,2014,4,26,Апрель
2305,2014-04-27,13,2014,4,27,Апрель
2306,2014-04-28,16,2014,4,28,Апрель
2307,2014-04-29,14,2014,4,29,Апрель
2308,2014-04-30,10,2014,4,30,Апрель
2309,2014-05-01,8,2014,5,1,Май
2310,2014-05-02,5,2014,5,2,Май
2311,2014-05-03,8,2014,5,3,Май
2312,2014-05-04,9,2014,5,4,Май
2313,2014-05-05,9,2014,5,5,Май
2314,2014-05-06,6,2014,5,6,Май
2315,2014-05-07,9,2014,5,7,Май
2316,2014-05-08,6,2014,5,8,Май
2317,2014-05-09,14,2014,5,9,Май
2318,2014-05-10,18,2014,5,10,Май
2319,2014-05-11,10,2014,5,11,Май
2320,2014-05-12,14,2014,5,12,Май
2321,2014-05-13,20,2014,5,13,Май
2322,2014-05-14,9,2014,5,14,Май
2323,2014-05-15,12,2014,5,15,Май
2324,2014-05-16,15,2014,5,16,Май
2325,2014-05-17,19,2014,5,17,Май
2326,2014-05-18,25,2014,5,18,Май
2327,2014-05-19,30,2014,5,19,Май
2328,2014-05-20,30,2014,5,20,Май
2329,2014-05-21,27,2014,5,21,Май
2330,2014-05-22,18,2014,5,22,Май
2331,2014-05-23,26,2014,5,23,Май
2332,2014-05-24,28,2014,5,24,Май
2333,2014-05-25,25,2014,5,25,Май
2334,2014-05-26,22,2014,5,26,Май
2335,2014-05-27,7,2014,5,27,Май
2336,2014-05-28,9,2014,5,28,Май
2337,2014-05-29,12,2014,5,29,Май
2338,2014-05-30,14,2014,5,30,Май
2339,2014-05-31,18,2014,5,31,Май
2340,2014-06-01,16,2014,6,1,Июнь
2341,2014-06-02,14,2014,6,2,Июнь
2342,2014-06-03,20,2014,6,3,Июнь
2343,2014-06-04,28,2014,6,4,Июнь
2344,2014-06-05,30,2014,6,5,Июнь
2345,2014-06-06,30,2014,6,6,Июнь
2346,2014-06-07,22,2014,6,7,Июнь
2347,2014-06-08,20,2014,6,8,Июнь
2348,2014-06-09,20,2014,6,9,Июнь
2349,2014-06-10,14,2014,6,10,Июнь
2350,2014-06-11,19,2014,6,11,Июнь
2351,2014-06-12,21,2014,6,12,Июнь
2352,2014-06-13,18,2014,6,13,Июнь
2353,2014-06-14,19,2014,6,14,Июнь
2354,2014-06-15,14,2014,6,15,Июнь
2355,2014-06-16,16,2014,6,16,Июнь
2356,2014-06-17,10,2014,6,17,Июнь
2357,2014-06-18,12,2014,6,18,Июнь
2358,2014-06-19,16,2014,6,19,Июнь
2359,2014-06-20,14,2014,6,20,Июнь
2360,2014-06-21,13,2014,6,21,Июнь
2361,2014-06-22,15,2014,6,22,Июнь
2362,2014-06-23,10,2014,6,23,Июнь
2363,2014-06-24,13,2014,6,24,Июнь
2364,2014-06-25,13,2014,6,25,Июнь
2365,2014-06-26,12,2014,6,26,Июнь
2366,2014-06-27,15,2014,6,27,Июнь
2367,2014-06-28,17,2014,6,28,Июнь
2368,2014-06-29,19,2014,6,29,Июнь
